,data,preco_petroleo,real_projecao
0,2024-05-13,83.18,Real
1,2024-05-10,83.39,Real
2,2024-05-09,83.27,Real
3,2024-05-08,82.44,Real
4,2024-05-07,82.69,Real
5,2024-05-03,83.6,Real
6,2024-05-02,84.81,Real
7,2024-05-01,83.55,Real
8,2024-04-30,88.23,Real
9,2024-04-29,88.44,Real
10,2024-04-26,89.95,Real
11,2024-04-25,88.1,Real
12,2024-04-24,89.02,Real
13,2024-04-23,88.29,Real
14,2024-04-22,87.3,Real
15,2024-04-19,87.96,Real
16,2024-04-18,88.34,Real
17,2024-04-17,89.54,Real
18,2024-04-16,91.29,Real
19,2024-04-15,90.84,Real
20,2024-04-12,93.12,Real
21,2024-04-11,91.49,Real
22,2024-04-10,91.57,Real
23,2024-04-09,92.13,Real
24,2024-04-08,91.73,Real
25,2024-04-05,92.81,Real
26,2024-04-04,90.32,Real
27,2024-04-03,90.6,Real
28,2024-04-02,87.63,Real
29,2024-03-28,86.17,Real
30,2024-03-27,84.94,Real
31,2024-03-26,85.91,Real
32,2024-03-25,86.18,Real
33,2024-03-22,84.87,Real
34,2024-03-21,84.92,Real
35,2024-03-20,85.77,Real
36,2024-03-19,87.36,Real
37,2024-03-18,86.47,Real
38,2024-03-15,85.39,Real
39,2024-03-14,86.16,Real
40,2024-03-13,83.95,Real
41,2024-03-12,83.66,Real
42,2024-03-11,83.44,Real
43,2024-03-08,84.29,Real
44,2024-03-07,84.88,Real
45,2024-03-06,86.59,Real
46,2024-03-05,85.82,Real
47,2024-03-04,86.58,Real
48,2024-03-01,84.82,Real
49,2024-02-29,84.57,Real
50,2024-02-28,84.08,Real
51,2024-02-27,83.8,Real
52,2024-02-26,84.01,Real
53,2024-02-23,84.18,Real
54,2024-02-22,85.84,Real
55,2024-02-21,84.77,Real
56,2024-02-20,84.78,Real
57,2024-02-19,85.52,Real
58,2024-02-16,84.88,Real
59,2024-02-15,84.33,Real
60,2024-02-14,84.41,Real
61,2024-02-13,84.72,Real
62,2024-02-12,83.88,Real
63,2024-02-09,83.58,Real
64,2024-02-08,83.01,Real
65,2024-02-07,81.18,Real
66,2024-02-06,80.46,Real
67,2024-02-05,79.3,Real
68,2024-02-02,79.54,Real
69,2024-02-01,82.2,Real
70,2024-01-31,82.98,Real
71,2024-01-30,84.14,Real
72,2024-01-29,83.99,Real
73,2024-01-26,83.34,Real
74,2024-01-25,82.33,Real
75,2024-01-24,82.15,Real
76,2024-01-23,82.04,Real
77,2024-01-22,81.7,Real
78,2024-01-19,80.71,Real
79,2024-01-18,81.04,Real
80,2024-01-17,78.88,Real
81,2024-01-16,80.15,Real
82,2024-01-15,79.76,Real
83,2024-01-12,79.89,Real
84,2024-01-11,80.21,Real
85,2024-01-10,78.46,Real
86,2024-01-09,77.97,Real
87,2024-01-08,75.47,Real
88,2024-01-05,78.31,Real
89,2024-01-04,75.79,Real
90,2024-01-03,77.18,Real
91,2024-01-02,76.24,Real
92,2023-12-29,77.69,Real
93,2023-12-28,79.04,Real
94,2023-12-27,80.97,Real
95,2023-12-26,80.23,Real
96,2023-12-22,80.23,Real
97,2023-12-21,80.73,Real
98,2023-12-20,81.1,Real
99,2023-12-19,79.82,Real
100,2023-12-18,78.89,Real
101,2023-12-15,76.84,Real
102,2023-12-14,77.05,Real
103,2023-12-13,74.14,Real
104,2023-12-12,74.11,Real
105,2023-12-11,75.75,Real
106,2023-12-08,75.94,Real
107,2023-12-07,74.21,Real
108,2023-12-06,74.33,Real
109,2023-12-05,77.27,Real
110,2023-12-04,78.16,Real
111,2023-12-01,78.72,Real
112,2023-11-30,81.72,Real
113,2023-11-29,82.98,Real
114,2023-11-28,81.66,Real
115,2023-11-27,79.49,Real
116,2023-11-24,79.82,Real
117,2023-11-23,80.85,Real
118,2023-11-22,81.76,Real
119,2023-11-21,82.42,Real
120,2023-11-20,83.25,Real
121,2023-11-17,81.22,Real
122,2023-11-16,77.73,Real
123,2023-11-15,82.4,Real
124,2023-11-14,84.2,Real
125,2023-11-13,84.09,Real
126,2023-11-10,83.66,Real
127,2023-11-09,81.74,Real
128,2023-11-08,81.46,Real
129,2023-11-07,83.43,Real
130,2023-11-06,87.31,Real
131,2023-10-30,90.73,Real
132,2023-10-27,90.73,Real
133,2023-10-26,88.45,Real
134,2023-10-25,90.14,Real
135,2023-10-24,88.0,Real
136,2023-10-23,91.88,Real
137,2023-10-20,93.72,Real
138,2023-10-19,93.12,Real
139,2023-10-18,91.99,Real
140,2023-10-17,92.52,Real
141,2023-10-16,90.99,Real
142,2023-10-13,94.33,Real
143,2023-10-12,88.4,Real
144,2023-10-11,87.58,Real
145,2023-10-10,90.7,Real
146,2023-10-09,91.37,Real
147,2023-10-06,87.86,Real
148,2023-10-05,88.28,Real
149,2023-10-04,89.83,Real
150,2023-10-03,94.46,Real
151,2023-10-02,91.21,Real
152,2023-09-29,95.86,Real
153,2023-09-28,96.55,Real
154,2023-09-27,97.1,Real
155,2023-09-26,94.46,Real
156,2023-09-25,94.01,Real
157,2023-09-22,93.99,Real
158,2023-09-21,93.7,Real
159,2023-09-20,94.56,Real
160,2023-09-19,96.11,Real
161,2023-09-18,95.95,Real
162,2023-09-15,95.55,Real
163,2023-09-14,95.2,Real
164,2023-09-13,93.04,Real
165,2023-09-12,93.58,Real
166,2023-09-11,91.97,Real
167,2023-09-08,91.85,Real
168,2023-09-07,91.16,Real
169,2023-09-06,91.79,Real
170,2023-09-05,91.25,Real
171,2023-09-04,90.42,Real
172,2023-08-31,87.29,Real
173,2023-08-30,86.62,Real
174,2023-08-29,86.37,Real
175,2023-08-25,85.42,Real
176,2023-08-24,84.07,Real
177,2023-08-23,83.94,Real
178,2023-08-22,84.7,Real
179,2023-08-21,85.44,Real
180,2023-08-18,85.92,Real
181,2023-08-17,85.24,Real
182,2023-08-16,84.49,Real
183,2023-08-15,86.28,Real
184,2023-08-14,87.4,Real
185,2023-08-11,87.93,Real
186,2023-08-10,87.44,Real
187,2023-08-09,89.31,Real
188,2023-08-08,88.0,Real
189,2023-08-07,86.47,Real
190,2023-08-04,87.38,Real
191,2023-08-03,86.19,Real
192,2023-08-02,84.01,Real
193,2023-08-01,85.34,Real
194,2023-07-31,85.22,Real
195,2023-07-28,84.49,Real
196,2023-07-27,84.28,Real
197,2023-07-26,82.98,Real
198,2023-07-25,83.46,Real
199,2023-07-24,82.53,Real
200,2023-07-21,81.06,Real
201,2023-07-20,79.62,Real
202,2023-07-19,79.38,Real
203,2023-07-18,79.54,Real
204,2023-07-17,77.8,Real
205,2023-07-15,77.8,Real
206,2023-07-14,79.9,Real
207,2023-07-13,81.31,Real
208,2023-07-12,80.35,Real
209,2023-07-11,79.54,Real
210,2023-07-10,77.83,Real
211,2023-07-08,77.83,Real
212,2023-07-07,78.77,Real
213,2023-07-06,76.72,Real
214,2023-07-05,76.74,Real
215,2023-07-04,76.23,Real
216,2023-07-03,74.52,Real
217,2023-06-30,74.51,Real
218,2023-06-29,73.86,Real
219,2023-06-28,73.64,Real
220,2023-06-27,71.88,Real
221,2023-06-26,73.86,Real
222,2023-06-23,73.56,Real
223,2023-06-22,73.93,Real
224,2023-06-21,76.92,Real
225,2023-06-20,75.79,Real
226,2023-06-19,76.09,Real
227,2023-06-16,76.76,Real
228,2023-06-15,75.75,Real
229,2023-06-14,73.39,Real
230,2023-06-13,74.24,Real
231,2023-06-12,71.8,Real
232,2023-06-09,74.74,Real
233,2023-06-08,75.88,Real
234,2023-06-07,76.85,Real
235,2023-06-06,76.22,Real
236,2023-06-05,76.61,Real
237,2023-06-02,76.0,Real
238,2023-06-01,74.18,Real
239,2023-05-31,71.98,Real
240,2023-05-30,73.38,Real
241,2023-05-26,76.33,Real
242,2023-05-25,75.66,Real
243,2023-05-24,77.99,Real
244,2023-05-23,76.66,Real
245,2023-05-22,75.77,Real
246,2023-05-19,75.42,Real
247,2023-05-18,75.75,Real
248,2023-05-17,76.98,Real
249,2023-05-16,75.15,Real
250,2023-05-15,75.46,Real
251,2023-05-12,74.54,Real
252,2023-05-11,75.32,Real
253,2023-05-10,76.7,Real
254,2023-05-09,77.76,Real
255,2023-05-05,75.85,Real
256,2023-05-04,73.0,Real
257,2023-05-03,72.91,Real
258,2023-05-02,76.71,Real
259,2023-04-28,81.32,Real
260,2023-04-27,80.11,Real
261,2023-04-26,79.19,Real
262,2023-04-25,82.13,Real
263,2023-04-24,84.23,Real
264,2023-04-21,83.36,Real
265,2023-04-20,83.29,Real
266,2023-04-19,85.34,Real
267,2023-04-18,85.48,Real
268,2023-04-17,85.63,Real
269,2023-04-14,87.31,Real
270,2023-04-13,86.51,Real
271,2023-04-12,88.31,Real
272,2023-04-11,87.32,Real
273,2023-04-10,86.56,Real
274,2023-04-06,86.56,Real
275,2023-04-05,85.89,Real
276,2023-04-04,85.7,Real
277,2023-04-03,85.81,Real
278,2023-03-31,79.19,Real
279,2023-03-30,78.45,Real
280,2023-03-29,77.51,Real
281,2023-03-28,78.07,Real
282,2023-03-27,76.8,Real
283,2023-03-24,73.63,Real
284,2023-03-23,74.31,Real
285,2023-03-22,76.08,Real
286,2023-03-21,74.78,Real
287,2023-03-20,72.42,Real
288,2023-03-17,71.03,Real
289,2023-03-16,73.12,Real
290,2023-03-15,74.3,Real
291,2023-03-14,76.77,Real
292,2023-03-13,79.67,Real
293,2023-03-10,82.3,Real
294,2023-03-09,81.0,Real
295,2023-03-08,82.1,Real
296,2023-03-07,83.03,Real
297,2023-03-06,85.86,Real
298,2023-03-03,85.74,Real
299,2023-03-02,84.15,Real
300,2023-03-01,83.68,Real
301,2023-02-28,83.21,Real
302,2023-02-27,81.24,Real
303,2023-02-24,82.31,Real
304,2023-02-23,82.08,Real
305,2023-02-22,79.55,Real
306,2023-02-21,82.14,Real
307,2023-02-20,82.79,Real
308,2023-02-17,81.97,Real
309,2023-02-16,83.84,Real
310,2023-02-15,84.11,Real
311,2023-02-14,84.96,Real
312,2023-02-13,85.98,Real
313,2023-02-10,85.46,Real
314,2023-02-09,83.46,Real
315,2023-02-08,84.17,Real
316,2023-02-07,82.92,Real
317,2023-02-06,80.48,Real
318,2023-02-03,78.85,Real
319,2023-02-02,80.57,Real
320,2023-02-01,81.61,Real
321,2023-01-31,83.42,Real
322,2023-01-30,84.9,Real
323,2023-01-27,85.36,Real
324,2023-01-26,86.29,Real
325,2023-01-25,85.08,Real
326,2023-01-24,85.25,Real
327,2023-01-23,87.96,Real
328,2023-01-20,86.96,Real
329,2023-01-19,85.08,Real
330,2023-01-18,83.78,Real
331,2023-01-17,84.38,Real
332,2023-01-16,82.65,Real
333,2023-01-13,83.43,Real
334,2023-01-12,82.59,Real
335,2023-01-11,81.11,Real
336,2023-01-10,78.4,Real
337,2023-01-09,77.5,Real
338,2023-01-06,76.41,Real
339,2023-01-05,76.73,Real
340,2023-01-04,75.31,Real
341,2023-01-03,80.36,Real
342,2023-01-02,82.82,Real
343,2022-12-30,82.82,Real
344,2022-12-29,80.96,Real
345,2022-12-28,81.7,Real
346,2022-12-27,82.45,Real
347,2022-12-23,82.45,Real
348,2022-12-22,79.58,Real
349,2022-12-21,80.25,Real
350,2022-12-20,79.45,Real
351,2022-12-19,81.66,Real
352,2022-12-16,80.2,Real
353,2022-12-15,82.34,Real
354,2022-12-14,83.33,Real
355,2022-12-13,80.14,Real
356,2022-12-12,78.0,Real
357,2022-12-09,76.37,Real
358,2022-12-08,76.02,Real
359,2022-12-07,77.11,Real
360,2022-12-06,79.92,Real
361,2022-12-05,83.36,Real
362,2022-12-02,86.54,Real
363,2022-12-01,86.28,Real
364,2022-11-30,85.61,Real
365,2022-11-29,83.22,Real
366,2022-11-28,83.5,Real
367,2022-11-25,83.4,Real
368,2022-11-24,85.59,Real
369,2022-11-23,85.9,Real
370,2022-11-22,88.65,Real
371,2022-11-21,88.44,Real
372,2022-11-18,88.93,Real
373,2022-11-17,91.0,Real
374,2022-11-16,92.61,Real
375,2022-11-15,94.3,Real
376,2022-11-14,93.59,Real
377,2022-11-11,96.37,Real
378,2022-11-10,94.25,Real
379,2022-11-09,93.05,Real
380,2022-11-08,96.85,Real
381,2022-11-07,99.87,Real
382,2022-11-04,99.53,Real
383,2022-11-03,95.29,Real
384,2022-11-02,96.07,Real
385,2022-11-01,95.12,Real
386,2022-10-31,93.3,Real
387,2022-10-28,94.64,Real
388,2022-10-27,94.17,Real
389,2022-10-26,92.93,Real
390,2022-10-25,91.76,Real
391,2022-10-24,91.57,Real
392,2022-10-21,91.82,Real
393,2022-10-20,91.52,Real
394,2022-10-19,91.34,Real
395,2022-10-18,89.46,Real
396,2022-10-17,91.04,Real
397,2022-10-14,92.22,Real
398,2022-10-13,95.16,Real
399,2022-10-12,93.44,Real
400,2022-10-11,95.17,Real
401,2022-10-10,97.13,Real
402,2022-10-07,98.88,Real
403,2022-10-06,95.65,Real
404,2022-10-05,94.35,Real
405,2022-10-04,93.74,Real
406,2022-10-03,90.68,Real
407,2022-09-30,88.9,Real
408,2022-09-29,89.41,Real
409,2022-09-28,89.55,Real
410,2022-09-27,85.97,Real
411,2022-09-26,82.55,Real
412,2022-09-23,84.29,Real
413,2022-09-22,90.4,Real
414,2022-09-21,89.86,Real
415,2022-09-20,89.62,Real
416,2022-09-19,89.43,Real
417,2022-09-16,89.43,Real
418,2022-09-15,89.28,Real
419,2022-09-14,92.83,Real
420,2022-09-13,92.04,Real
421,2022-09-12,93.45,Real
422,2022-09-09,91.68,Real
423,2022-09-08,87.99,Real
424,2022-09-07,86.83,Real
425,2022-09-06,91.43,Real
426,2022-09-05,94.22,Real
427,2022-09-02,93.09,Real
428,2022-09-01,92.24,Real
429,2022-08-31,96.55,Real
430,2022-08-30,99.34,Real
431,2022-08-26,101.13,Real
432,2022-08-25,98.81,Real
433,2022-08-24,99.87,Real
434,2022-08-23,99.49,Real
435,2022-08-22,95.06,Real
436,2022-08-19,96.45,Real
437,2022-08-18,96.35,Real
438,2022-08-17,97.22,Real
439,2022-08-16,95.36,Real
440,2022-08-15,98.25,Real
441,2022-08-12,103.7,Real
442,2022-08-11,107.19,Real
443,2022-08-10,105.06,Real
444,2022-08-09,103.81,Real
445,2022-08-08,103.46,Real
446,2022-08-05,100.31,Real
447,2022-08-04,97.99,Real
448,2022-08-03,101.82,Real
449,2022-08-02,106.51,Real
450,2022-08-01,106.09,Real
451,2022-07-29,111.51,Real
452,2022-07-28,109.68,Real
453,2022-07-27,109.64,Real
454,2022-07-26,107.32,Real
455,2022-07-25,108.23,Real
456,2022-07-22,106.77,Real
457,2022-07-21,112.81,Real
458,2022-07-20,115.86,Real
459,2022-07-19,114.96,Real
460,2022-07-18,117.27,Real
461,2022-07-15,112.26,Real
462,2022-07-14,107.74,Real
463,2022-07-13,107.17,Real
464,2022-07-12,106.98,Real
465,2022-07-11,114.85,Real
466,2022-07-08,113.95,Real
467,2022-07-07,113.4,Real
468,2022-07-06,108.54,Real
469,2022-07-05,110.49,Real
470,2022-07-04,121.8,Real
471,2022-07-01,119.21,Real
472,2022-06-30,119.78,Real
473,2022-06-29,120.8,Real
474,2022-06-28,122.21,Real
475,2022-06-27,119.69,Real
476,2022-06-24,117.36,Real
477,2022-06-23,114.5,Real
478,2022-06-22,115.54,Real
479,2022-06-21,118.51,Real
480,2022-06-20,118.25,Real
481,2022-06-17,119.22,Real
482,2022-06-16,125.78,Real
483,2022-06-15,124.96,Real
484,2022-06-14,127.02,Real
485,2022-06-13,128.44,Real
486,2022-06-10,127.44,Real
487,2022-06-09,128.47,Real
488,2022-06-08,129.2,Real
489,2022-06-07,126.89,Real
490,2022-06-06,124.99,Real
491,2022-06-03,125.68,Real
492,2022-06-01,122.2,Real
493,2022-05-31,125.53,Real
494,2022-05-30,123.01,Real
495,2022-05-27,121.19,Real
496,2022-05-26,119.81,Real
497,2022-05-25,116.41,Real
498,2022-05-24,115.77,Real
499,2022-05-23,115.13,Real
500,2022-05-20,113.63,Real
501,2022-05-19,113.22,Real
502,2022-05-18,110.04,Real
503,2022-05-17,112.89,Real
504,2022-05-16,114.86,Real
505,2022-05-13,112.12,Real
506,2022-05-12,108.06,Real
507,2022-05-11,107.7,Real
508,2022-05-10,102.61,Real
509,2022-05-09,106.67,Real
510,2022-05-06,113.86,Real
511,2022-05-05,112.11,Real
512,2022-05-04,110.53,Real
513,2022-05-03,104.94,Real
514,2022-05-02,108.36,Real
515,2022-04-29,108.36,Real
516,2022-04-28,105.78,Real
517,2022-04-27,103.3,Real
518,2022-04-26,102.89,Real
519,2022-04-25,99.27,Real
520,2022-04-22,105.15,Real
521,2022-04-21,107.2,Real
522,2022-04-20,105.05,Real
523,2022-04-19,105.49,Real
524,2022-04-18,110.83,Real
525,2022-04-14,110.83,Real
526,2022-04-13,108.49,Real
527,2022-04-12,104.42,Real
528,2022-04-11,97.92,Real
529,2022-04-08,101.26,Real
530,2022-04-07,99.83,Real
531,2022-04-06,100.81,Real
532,2022-04-05,106.6,Real
533,2022-04-04,108.15,Real
534,2022-04-01,106.13,Real
535,2022-03-31,107.29,Real
536,2022-03-30,115.59,Real
537,2022-03-29,112.79,Real
538,2022-03-28,114.5,Real
539,2022-03-25,122.67,Real
540,2022-03-24,123.98,Real
541,2022-03-23,127.52,Real
542,2022-03-22,121.53,Real
543,2022-03-21,122.29,Real
544,2022-03-18,114.32,Real
545,2022-03-17,113.5,Real
546,2022-03-16,104.61,Real
547,2022-03-15,105.14,Real
548,2022-03-14,110.39,Real
549,2022-03-11,118.11,Real
550,2022-03-10,114.54,Real
551,2022-03-09,116.58,Real
552,2022-03-08,133.18,Real
553,2022-03-07,129.02,Real
554,2022-03-04,123.86,Real
555,2022-03-03,115.36,Real
556,2022-03-02,118.94,Real
557,2022-03-01,110.93,Real
558,2022-02-28,103.08,Real
559,2022-02-25,98.56,Real
560,2022-02-24,101.29,Real
561,2022-02-23,99.29,Real
562,2022-02-22,98.73,Real
563,2022-02-21,98.95,Real
564,2022-02-18,96.18,Real
565,2022-02-17,95.28,Real
566,2022-02-16,97.44,Real
567,2022-02-15,98.43,Real
568,2022-02-14,101.66,Real
569,2022-02-11,97.5,Real
570,2022-02-10,96.37,Real
571,2022-02-09,94.95,Real
572,2022-02-08,96.07,Real
573,2022-02-07,97.28,Real
574,2022-02-04,96.86,Real
575,2022-02-03,92.99,Real
576,2022-02-02,91.43,Real
577,2022-02-01,90.24,Real
578,2022-01-31,92.35,Real
579,2022-01-28,91.47,Real
580,2022-01-27,90.7,Real
581,2022-01-26,91.22,Real
582,2022-01-25,89.49,Real
583,2022-01-24,87.74,Real
584,2022-01-21,89.75,Real
585,2022-01-20,89.75,Real
586,2022-01-19,89.64,Real
587,2022-01-18,88.83,Real
588,2022-01-17,87.82,Real
589,2022-01-14,87.17,Real
590,2022-01-13,85.8,Real
591,2022-01-12,85.83,Real
592,2022-01-11,84.98,Real
593,2022-01-10,81.56,Real
594,2022-01-07,82.28,Real
595,2022-01-06,81.99,Real
596,2022-01-05,80.6,Real
597,2022-01-04,79.39,Real
598,2022-01-03,78.25,Real
599,2021-12-31,77.24,Real
600,2021-12-30,78.61,Real
601,2021-12-29,78.63,Real
602,2021-12-27,75.24,Real
603,2021-12-24,75.24,Real
604,2021-12-23,76.26,Real
605,2021-12-22,74.69,Real
606,2021-12-21,72.85,Real
607,2021-12-20,70.51,Real
608,2021-12-17,72.97,Real
609,2021-12-16,74.64,Real
610,2021-12-15,73.71,Real
611,2021-12-14,73.37,Real
612,2021-12-13,74.12,Real
613,2021-12-10,74.98,Real
614,2021-12-09,74.1,Real
615,2021-12-08,75.94,Real
616,2021-12-07,75.54,Real
617,2021-12-06,73.38,Real
618,2021-12-03,70.71,Real
619,2021-12-02,70.56,Real
620,2021-12-01,69.53,Real
621,2021-11-30,70.86,Real
622,2021-11-29,73.34,Real
623,2021-11-26,72.37,Real
624,2021-11-25,82.05,Real
625,2021-11-24,82.37,Real
626,2021-11-23,83.43,Real
627,2021-11-22,80.97,Real
628,2021-11-19,80.24,Real
629,2021-11-18,82.45,Real
630,2021-11-17,80.67,Real
631,2021-11-16,82.85,Real
632,2021-11-15,81.94,Real
633,2021-11-12,82.9,Real
634,2021-11-11,83.4,Real
635,2021-11-10,82.91,Real
636,2021-11-09,84.52,Real
637,2021-11-08,83.22,Real
638,2021-11-05,82.43,Real
639,2021-11-04,80.15,Real
640,2021-11-03,81.1,Real
641,2021-11-02,84.42,Real
642,2021-11-01,84.51,Real
643,2021-10-29,83.1,Real
644,2021-10-28,83.4,Real
645,2021-10-27,84.12,Real
646,2021-10-26,85.11,Real
647,2021-10-25,84.85,Real
648,2021-10-22,85.43,Real
649,2021-10-21,84.58,Real
650,2021-10-20,85.76,Real
651,2021-10-19,85.02,Real
652,2021-10-18,84.13,Real
653,2021-10-15,84.67,Real
654,2021-10-14,83.86,Real
655,2021-10-13,83.53,Real
656,2021-10-12,83.53,Real
657,2021-10-11,83.75,Real
658,2021-10-08,82.17,Real
659,2021-10-07,82.34,Real
660,2021-10-06,81.39,Real
661,2021-10-05,82.72,Real
662,2021-10-04,81.44,Real
663,2021-10-01,79.4,Real
664,2021-09-30,77.81,Real
665,2021-09-29,77.86,Real
666,2021-09-28,78.3,Real
667,2021-09-27,78.85,Real
668,2021-09-24,77.42,Real
669,2021-09-23,76.44,Real
670,2021-09-22,75.5,Real
671,2021-09-21,73.65,Real
672,2021-09-20,73.59,Real
673,2021-09-17,74.64,Real
674,2021-09-16,75.14,Real
675,2021-09-15,74.84,Real
676,2021-09-14,73.05,Real
677,2021-09-13,72.97,Real
678,2021-09-10,72.44,Real
679,2021-09-09,71.32,Real
680,2021-09-08,72.36,Real
681,2021-09-07,71.52,Real
682,2021-09-06,72.43,Real
683,2021-09-03,73.07,Real
684,2021-09-02,73.56,Real
685,2021-09-01,71.99,Real
686,2021-08-31,73.45,Real
687,2021-08-27,72.26,Real
688,2021-08-26,70.42,Real
689,2021-08-25,72.12,Real
690,2021-08-24,71.21,Real
691,2021-08-23,69.07,Real
692,2021-08-20,65.51,Real
693,2021-08-19,66.8,Real
694,2021-08-18,68.61,Real
695,2021-08-17,69.4,Real
696,2021-08-16,70.07,Real
697,2021-08-13,70.9,Real
698,2021-08-12,71.79,Real
699,2021-08-11,71.99,Real
700,2021-08-10,71.14,Real
701,2021-08-09,69.65,Real
702,2021-08-06,71.02,Real
703,2021-08-05,72.14,Real
704,2021-08-04,70.99,Real
705,2021-08-03,73.24,Real
706,2021-08-02,73.91,Real
707,2021-07-30,77.72,Real
708,2021-07-29,76.3,Real
709,2021-07-28,75.09,Real
710,2021-07-27,74.87,Real
711,2021-07-26,74.79,Real
712,2021-07-23,74.86,Real
713,2021-07-22,74.25,Real
714,2021-07-21,72.54,Real
715,2021-07-20,70.03,Real
716,2021-07-19,69.33,Real
717,2021-07-16,74.46,Real
718,2021-07-15,74.53,Real
719,2021-07-14,75.74,Real
720,2021-07-13,77.5,Real
721,2021-07-12,76.77,Real
722,2021-07-09,77.14,Real
723,2021-07-08,75.07,Real
724,2021-07-07,74.31,Real
725,2021-07-06,75.81,Real
726,2021-07-05,78.34,Real
727,2021-07-02,77.51,Real
728,2021-07-01,76.69,Real
729,2021-06-30,76.94,Real
730,2021-06-29,75.38,Real
731,2021-06-28,74.78,Real
732,2021-06-25,76.45,Real
733,2021-06-24,75.95,Real
734,2021-06-23,75.22,Real
735,2021-06-22,74.92,Real
736,2021-06-21,74.49,Real
737,2021-06-18,73.1,Real
738,2021-06-17,72.92,Real
739,2021-06-16,73.88,Real
740,2021-06-15,73.38,Real
741,2021-06-14,72.27,Real
742,2021-06-11,72.05,Real
743,2021-06-10,71.65,Real
744,2021-06-09,71.31,Real
745,2021-06-08,71.39,Real
746,2021-06-07,70.89,Real
747,2021-06-04,71.3,Real
748,2021-06-03,70.71,Real
749,2021-06-02,70.6,Real
750,2021-06-01,70.03,Real
751,2021-05-28,69.36,Real
752,2021-05-27,69.43,Real
753,2021-05-26,68.93,Real
754,2021-05-25,68.8,Real
755,2021-05-24,68.59,Real
756,2021-05-21,66.72,Real
757,2021-05-20,65.18,Real
758,2021-05-19,66.88,Real
759,2021-05-18,69.01,Real
760,2021-05-17,69.62,Real
761,2021-05-14,69.24,Real
762,2021-05-13,67.36,Real
763,2021-05-12,69.62,Real
764,2021-05-11,68.83,Real
765,2021-05-10,68.61,Real
766,2021-05-07,68.73,Real
767,2021-05-06,68.62,Real
768,2021-05-05,69.71,Real
769,2021-04-30,67.73,Real
770,2021-04-29,68.26,Real
771,2021-04-28,67.08,Real
772,2021-04-27,66.25,Real
773,2021-04-26,65.5,Real
774,2021-04-23,65.75,Real
775,2021-04-22,65.07,Real
776,2021-04-21,64.02,Real
777,2021-04-20,65.34,Real
778,2021-04-19,66.54,Real
779,2021-04-16,65.98,Real
780,2021-04-15,66.13,Real
781,2021-04-14,66.11,Real
782,2021-04-13,62.83,Real
783,2021-04-12,62.38,Real
784,2021-04-09,61.89,Real
785,2021-04-08,62.09,Real
786,2021-04-07,61.86,Real
787,2021-04-06,61.47,Real
788,2021-04-05,63.85,Real
789,2021-04-01,63.85,Real
790,2021-03-31,63.52,Real
791,2021-03-30,63.28,Real
792,2021-03-29,64.06,Real
793,2021-03-26,63.77,Real
794,2021-03-25,61.21,Real
795,2021-03-24,63.7,Real
796,2021-03-23,59.96,Real
797,2021-03-22,63.89,Real
798,2021-03-19,64.0,Real
799,2021-03-18,62.11,Real
800,2021-03-17,67.73,Real
801,2021-03-16,67.95,Real
802,2021-03-15,68.78,Real
803,2021-03-12,68.87,Real
804,2021-03-11,69.34,Real
805,2021-03-10,67.53,Real
806,2021-03-09,67.03,Real
807,2021-03-08,68.0,Real
808,2021-03-05,69.95,Real
809,2021-03-04,67.32,Real
810,2021-03-03,64.7,Real
811,2021-03-02,63.17,Real
812,2021-03-01,64.56,Real
813,2021-02-26,65.86,Real
814,2021-02-25,66.69,Real
815,2021-02-24,66.85,Real
816,2021-02-23,65.16,Real
817,2021-02-22,64.73,Real
818,2021-02-19,62.84,Real
819,2021-02-18,64.09,Real
820,2021-02-17,65.02,Real
821,2021-02-16,63.96,Real
822,2021-02-15,63.58,Real
823,2021-02-12,62.47,Real
824,2021-02-11,61.09,Real
825,2021-02-10,61.17,Real
826,2021-02-09,60.74,Real
827,2021-02-08,60.17,Real
828,2021-02-05,59.48,Real
829,2021-02-04,58.98,Real
830,2021-02-03,58.61,Real
831,2021-02-02,57.62,Real
832,2021-02-01,56.42,Real
833,2021-01-29,55.25,Real
834,2021-01-28,54.87,Real
835,2021-01-27,55.07,Real
836,2021-01-26,55.26,Real
837,2021-01-25,55.44,Real
838,2021-01-22,55.22,Real
839,2021-01-21,55.68,Real
840,2021-01-20,55.66,Real
841,2021-01-19,55.38,Real
842,2021-01-18,54.21,Real
843,2021-01-15,54.8,Real
844,2021-01-14,55.76,Real
845,2021-01-13,55.52,Real
846,2021-01-12,55.98,Real
847,2021-01-11,54.84,Real
848,2021-01-08,55.51,Real
849,2021-01-07,53.7,Real
850,2021-01-06,53.8,Real
851,2021-01-05,53.16,Real
852,2021-01-04,50.37,Real
853,2020-12-31,51.22,Real
854,2020-12-30,50.74,Real
855,2020-12-29,50.44,Real
856,2020-12-28,50.88,Real
857,2020-12-24,50.88,Real
858,2020-12-23,51.05,Real
859,2020-12-22,49.88,Real
860,2020-12-21,50.61,Real
861,2020-12-18,52.17,Real
862,2020-12-14,50.27,Real
863,2020-12-11,50.01,Real
864,2020-12-10,50.33,Real
865,2020-12-09,48.81,Real
866,2020-12-08,48.84,Real
867,2020-12-07,48.63,Real
868,2020-12-04,49.1,Real
869,2020-12-03,48.37,Real
870,2020-12-02,47.8,Real
871,2020-12-01,47.03,Real
872,2020-11-30,46.84,Real
