cotacaoCompra,cotacaoVenda,dataHoraCotacao
"2,3388","2,3396",2009-02-18 17:37:00.0
"2,3241","2,3249",2009-02-19 17:37:00.0
"2,3908","2,3916",2009-02-20 17:34:00.0
"2,3806","2,3814",2009-02-25 17:47:00.0
"2,3495","2,3503",2009-02-26 17:38:00.0
"2,3776","2,3784",2009-02-27 17:34:00.0
"2,4113","2,4121",2009-03-02 17:39:00.0
"2,421","2,4218",2009-03-03 17:37:00.0
"2,3909","2,3917",2009-03-04 17:40:00.0
"2,3814","2,3822",2009-03-05 17:42:00.0
"2,376","2,3768",2009-03-06 17:34:00.0
"2,3773","2,3781",2009-03-09 17:34:00.0
"2,3507","2,3515",2009-03-10 17:43:00.0
"2,3358","2,3366",2009-03-11 17:47:00.0
"2,315","2,3158",2009-03-12 17:33:00.0
"2,3004","2,3012",2009-03-13 17:38:00.0
"2,2697","2,2705",2009-03-16 17:33:00.0
"2,2825","2,2833",2009-03-17 17:34:00.0
"2,2798","2,2806",2009-03-18 17:33:00.0
"2,2371","2,2379",2009-03-19 17:35:00.0
"2,2559","2,2567",2009-03-20 17:36:00.0
"2,2497","2,2505",2009-03-23 17:36:00.0
"2,2559","2,2567",2009-03-24 17:37:00.0
"2,2427","2,2435",2009-03-25 17:35:00.0
"2,2367","2,2375",2009-03-26 17:38:00.0
"2,2737","2,2745",2009-03-27 17:41:00.0
"2,3289","2,3297",2009-03-30 17:38:00.0
"2,3144","2,3152",2009-03-31 17:36:00.0
"2,2891","2,2899",2009-04-01 17:36:00.0
"2,2347","2,2355",2009-04-02 17:35:00.0
"2,2064","2,2072",2009-04-03 17:32:00.0
"2,2244","2,2252",2009-04-06 17:35:00.0
"2,2241","2,2249",2009-04-07 17:32:00.0
"2,2006","2,2014",2009-04-08 17:34:00.0
"2,1758","2,1766",2009-04-09 17:37:00.0
"2,1691","2,1699",2009-04-13 17:42:00.0
"2,1868","2,1876",2009-04-14 17:39:00.0
"2,1984","2,1992",2009-04-15 17:33:00.0
"2,1783","2,1791",2009-04-16 17:33:00.0
"2,1856","2,1864",2009-04-17 17:32:00.0
"2,2342","2,235",2009-04-20 17:32:00.0
"2,212","2,2128",2009-04-22 17:42:00.0
"2,2099","2,2107",2009-04-23 17:36:00.0
"2,1925","2,1933",2009-04-24 17:36:00.0
"2,2157","2,2165",2009-04-27 17:37:00.0
"2,2029","2,2037",2009-04-28 17:35:00.0
"2,183","2,1838",2009-04-29 17:40:00.0
"2,1775","2,1783",2009-04-30 17:33:00.0
"2,1361","2,1369",2009-05-04 17:38:00.0
"2,1468","2,1476",2009-05-05 17:35:00.0
"2,1205","2,1213",2009-05-06 17:32:00.0
"2,0976","2,0984",2009-05-07 17:35:00.0
"2,0742","2,075",2009-05-08 17:35:00.0
"2,0571","2,0579",2009-05-11 17:33:00.0
"2,0641","2,0649",2009-05-12 17:35:00.0
"2,0984","2,0992",2009-05-13 17:33:00.0
"2,0921","2,0929",2009-05-14 17:42:00.0
"2,0754","2,0762",2009-05-15 17:36:00.0
"2,0776","2,0784",2009-05-18 17:36:00.0
"2,048","2,0488",2009-05-19 17:37:00.0
"2,0191","2,0199",2009-05-20 17:34:00.0
"2,0256","2,0264",2009-05-21 17:39:00.0
"2,0271","2,0279",2009-05-22 17:53:00.0
"2,0226","2,0234",2009-05-25 17:37:00.0
"2,0253","2,0261",2009-05-26 17:42:00.0
"2,0087","2,0095",2009-05-27 17:32:00.0
"2,0136","2,0144",2009-05-28 17:38:00.0
"1,9722","1,973",2009-05-29 17:33:00.0
"1,9432","1,944",2009-06-01 17:36:00.0
"1,9362","1,937",2009-06-02 17:35:00.0
"1,9592","1,96",2009-06-03 17:34:00.0
"1,9489","1,9497",2009-06-04 17:34:00.0
"1,9526","1,9534",2009-06-05 17:41:00.0
"1,9696","1,9704",2009-06-08 17:36:00.0
"1,9377","1,9385",2009-06-09 17:34:00.0
"1,9466","1,9474",2009-06-10 17:33:00.0
"1,9293","1,9301",2009-06-12 17:37:00.0
"1,945","1,9458",2009-06-15 17:35:00.0
"1,9453","1,9461",2009-06-16 17:36:00.0
"1,9776","1,9784",2009-06-17 17:34:00.0
"1,9701","1,9709",2009-06-18 17:36:00.0
"1,9584","1,9592",2009-06-19 17:36:00.0
"2,0066","2,0074",2009-06-22 17:36:00.0
"2,0011","2,0019",2009-06-23 17:35:00.0
"1,9716","1,9724",2009-06-24 17:34:00.0
"1,9554","1,9562",2009-06-25 17:35:00.0
"1,9388","1,9396",2009-06-26 17:36:00.0
"1,9479","1,9487",2009-06-29 17:38:00.0
"1,9508","1,9516",2009-06-30 17:37:00.0
"1,9334","1,9342",2009-07-01 17:41:00.0
"1,9461","1,9469",2009-07-02 17:35:00.0
"1,9466","1,9474",2009-07-03 17:36:00.0
"1,9703","1,9711",2009-07-06 17:42:00.0
"1,9633","1,9641",2009-07-07 17:39:00.0
"1,9974","1,9982",2009-07-08 17:33:00.0
"1,9913","1,9921",2009-07-09 17:34:00.0
"2,0139","2,0147",2009-07-10 17:36:00.0
"1,9887","1,9895",2009-07-13 17:35:00.0
"1,9696","1,9704",2009-07-14 17:32:00.0
"1,9412","1,942",2009-07-15 17:37:00.0
"1,9332","1,934",2009-07-16 17:36:00.0
"1,9282","1,929",2009-07-17 17:37:00.0
"1,906","1,9068",2009-07-20 17:33:00.0
"1,9035","1,9043",2009-07-21 17:35:00.0
"1,9021","1,9029",2009-07-22 17:34:00.0
"1,8914","1,8922",2009-07-23 17:32:00.0
"1,8952","1,896",2009-07-24 17:34:00.0
"1,8829","1,8837",2009-07-27 17:36:00.0
"1,8811","1,8819",2009-07-28 17:35:00.0
"1,8974","1,8982",2009-07-29 17:35:00.0
"1,8803","1,8811",2009-07-30 17:36:00.0
"1,8718","1,8726",2009-07-31 17:35:00.0
"1,8361","1,8369",2009-08-03 17:33:00.0
"1,8264","1,8272",2009-08-04 17:35:00.0
"1,8173","1,8181",2009-08-05 17:33:00.0
"1,834","1,8348",2009-08-06 17:35:00.0
"1,8224","1,8232",2009-08-07 17:36:00.0
"1,8404","1,8412",2009-08-10 17:32:00.0
"1,8449","1,8457",2009-08-11 17:36:00.0
"1,8378","1,8386",2009-08-12 17:33:00.0
"1,8317","1,8325",2009-08-13 17:35:00.0
"1,8377","1,8385",2009-08-14 17:36:00.0
"1,8674","1,8682",2009-08-17 17:33:00.0
"1,8566","1,8574",2009-08-18 19:18:00.0
"1,8425","1,8433",2009-08-19 17:42:00.0
"1,8426","1,8434",2009-08-20 17:34:00.0
"1,8289","1,8297",2009-08-21 17:33:00.0
"1,8331","1,8339",2009-08-24 17:34:00.0
"1,8411","1,8419",2009-08-25 17:33:00.0
"1,8662","1,867",2009-08-26 17:47:00.0
"1,8661","1,8669",2009-08-27 17:33:00.0
"1,8732","1,874",2009-08-28 17:39:00.0
"1,8856","1,8864",2009-08-31 17:35:00.0
"1,8821","1,8829",2009-09-01 17:36:00.0
"1,903","1,9038",2009-09-02 17:37:00.0
"1,8694","1,8702",2009-09-03 17:39:00.0
"1,8493","1,8501",2009-09-04 17:41:00.0
"1,8246","1,8254",2009-09-08 17:34:00.0
"1,8272","1,828",2009-09-09 17:35:00.0
"1,8253","1,8261",2009-09-10 17:48:00.0
"1,8171","1,8179",2009-09-11 17:38:00.0
"1,8189","1,8197",2009-09-14 17:35:00.0
"1,8079","1,8087",2009-09-15 17:34:00.0
"1,7976","1,7984",2009-09-16 17:39:00.0
"1,8086","1,8094",2009-09-17 17:33:00.0
"1,8041","1,8049",2009-09-18 17:45:00.0
"1,8164","1,8172",2009-09-21 17:34:00.0
"1,8053","1,8061",2009-09-22 17:36:00.0
"1,7908","1,7916",2009-09-23 17:35:00.0
"1,7909","1,7917",2009-09-24 17:34:00.0
"1,8009","1,8017",2009-09-25 17:34:00.0
"1,7902","1,791",2009-09-28 17:44:00.0
"1,792","1,7928",2009-09-29 17:35:00.0
"1,7773","1,7781",2009-09-30 17:36:00.0
"1,7786","1,7794",2009-10-01 17:34:00.0
"1,7836","1,7844",2009-10-02 17:32:00.0
"1,7665","1,7673",2009-10-05 17:37:00.0
"1,7525","1,7533",2009-10-06 17:36:00.0
"1,7587","1,7595",2009-10-07 17:39:00.0
"1,7404","1,7412",2009-10-08 17:33:00.0
"1,7381","1,7389",2009-10-09 17:41:00.0
"1,729","1,7298",2009-10-13 17:41:00.0
"1,7091","1,7099",2009-10-14 17:38:00.0
"1,7029","1,7037",2009-10-15 17:42:00.0
"1,7127","1,7135",2009-10-16 17:47:00.0
"1,7122","1,713",2009-10-19 17:38:00.0
"1,7442","1,745",2009-10-20 17:35:00.0
"1,7432","1,744",2009-10-21 17:32:00.0
"1,7296","1,7304",2009-10-22 17:54:00.0
"1,7105","1,7113",2009-10-23 17:38:00.0
"1,7149","1,7157",2009-10-26 17:33:00.0
"1,7334","1,7342",2009-10-27 17:33:00.0
"1,7439","1,7447",2009-10-28 17:32:00.0
"1,7428","1,7436",2009-10-29 17:32:00.0
"1,7432","1,744",2009-10-30 17:35:00.0
"1,758","1,7588",2009-11-03 17:37:00.0
"1,7263","1,7271",2009-11-04 17:34:00.0
"1,7232","1,724",2009-11-05 17:33:00.0
"1,7171","1,7179",2009-11-06 17:37:00.0
"1,7016","1,7024",2009-11-09 17:37:00.0
"1,7088","1,7096",2009-11-10 17:34:00.0
"1,7104","1,7112",2009-11-11 17:36:00.0
"1,7242","1,725",2009-11-12 17:36:00.0
"1,7282","1,729",2009-11-13 17:43:00.0
"1,7119","1,7127",2009-11-16 17:35:00.0
"1,7145","1,7153",2009-11-17 17:36:00.0
"1,7095","1,7103",2009-11-18 17:36:00.0
"1,7279","1,7287",2009-11-19 17:36:00.0
"1,7348","1,7356",2009-11-20 17:31:00.0
"1,7237","1,7245",2009-11-23 17:34:00.0
"1,7274","1,7282",2009-11-24 17:36:00.0
"1,7264","1,7272",2009-11-25 17:39:00.0
"1,7401","1,7409",2009-11-26 17:36:00.0
"1,7435","1,7443",2009-11-27 17:37:00.0
"1,7497","1,7505",2009-11-30 17:35:00.0
"1,7285","1,7293",2009-12-01 17:34:00.0
"1,7193","1,7201",2009-12-02 17:40:00.0
"1,7088","1,7096",2009-12-03 17:35:00.0
"1,7123","1,7131",2009-12-04 17:40:00.0
"1,7294","1,7302",2009-12-07 17:33:00.0
"1,7474","1,7482",2009-12-08 17:34:00.0
"1,7603","1,7611",2009-12-09 17:36:00.0
"1,7619","1,7627",2009-12-10 17:35:00.0
"1,7513","1,7521",2009-12-11 17:32:00.0
"1,7475","1,7483",2009-12-14 17:33:00.0
"1,7549","1,7557",2009-12-15 17:37:00.0
"1,751","1,7518",2009-12-16 17:32:00.0
"1,7815","1,7823",2009-12-17 17:35:00.0
"1,7871","1,7879",2009-12-18 17:41:00.0
"1,7779","1,7787",2009-12-21 17:36:00.0
"1,7817","1,7825",2009-12-22 17:32:00.0
"1,7755","1,7763",2009-12-23 17:35:00.0
"1,7519","1,7527",2009-12-24 12:07:00.0
"1,739","1,7398",2009-12-28 17:36:00.0
"1,7413","1,7421",2009-12-29 17:34:00.0
"1,7404","1,7412",2009-12-30 17:40:00.0
"1,7404","1,7412",2009-12-31 12:08:00.0
"1,7232","1,724",2010-01-04 17:37:00.0
"1,7219","1,7227",2010-01-05 17:35:00.0
"1,7329","1,7337",2010-01-06 17:34:00.0
"1,7405","1,7413",2010-01-07 17:37:00.0
"1,7382","1,739",2010-01-08 17:33:00.0
"1,7315","1,7323",2010-01-11 17:36:00.0
"1,7431","1,7439",2010-01-12 17:37:00.0
"1,7434","1,7442",2010-01-13 17:34:00.0
"1,764","1,7648",2010-01-14 17:42:00.0
"1,7703","1,7711",2010-01-15 17:40:00.0
"1,7713","1,7721",2010-01-18 17:33:00.0
"1,7739","1,7747",2010-01-19 17:36:00.0
"1,7846","1,7854",2010-01-20 17:32:00.0
"1,7895","1,7903",2010-01-21 17:38:00.0
"1,8179","1,8187",2010-01-22 17:32:00.0
"1,8186","1,8194",2010-01-25 17:33:00.0
"1,8359","1,8367",2010-01-26 17:35:00.0
"1,8505","1,8513",2010-01-27 17:36:00.0
"1,8552","1,856",2010-01-28 17:35:00.0
"1,874","1,8748",2010-01-29 17:34:00.0
"1,8765","1,8773",2010-02-01 17:33:00.0
"1,8355","1,8363",2010-02-02 17:32:00.0
"1,8329","1,8337",2010-02-03 17:35:00.0
"1,8707","1,8715",2010-02-04 17:33:00.0
"1,8745","1,8753",2010-02-05 17:35:00.0
"1,8722","1,873",2010-02-08 17:33:00.0
"1,8542","1,855",2010-02-09 17:38:00.0
"1,8475","1,8483",2010-02-10 17:32:00.0
"1,8508","1,8516",2010-02-11 17:51:00.0
"1,8662","1,867",2010-02-12 17:35:00.0
"1,8305","1,8313",2010-02-17 17:36:00.0
"1,8258","1,8266",2010-02-18 17:36:00.0
"1,8108","1,8116",2010-02-19 17:32:00.0
"1,8038","1,8046",2010-02-22 17:37:00.0
"1,8178","1,8186",2010-02-23 17:33:00.0
"1,8195","1,8203",2010-02-24 17:38:00.0
"1,8356","1,8364",2010-02-25 17:35:00.0
"1,8102","1,811",2010-02-26 17:35:00.0
"1,7992","1,8",2010-03-01 17:34:00.0
"1,7843","1,7851",2010-03-02 17:35:00.0
"1,7838","1,7846",2010-03-03 17:32:00.0
"1,788","1,7888",2010-03-04 17:37:00.0
"1,7816","1,7824",2010-03-05 17:32:00.0
"1,7818","1,7826",2010-03-08 17:33:00.0
"1,7891","1,7899",2010-03-09 17:39:00.0
"1,7708","1,7716",2010-03-10 17:34:00.0
"1,7685","1,7693",2010-03-11 17:37:00.0
"1,7629","1,7637",2010-03-12 17:38:00.0
"1,7636","1,7644",2010-03-15 17:41:00.0
"1,7658","1,7666",2010-03-16 17:46:00.0
"1,7632","1,764",2010-03-17 17:34:00.0
"1,784","1,7848",2010-03-18 17:34:00.0
"1,7946","1,7954",2010-03-19 17:37:00.0
"1,8022","1,803",2010-03-22 17:37:00.0
"1,7805","1,7813",2010-03-23 17:41:00.0
"1,7896","1,7904",2010-03-24 17:38:00.0
"1,8","1,8008",2010-03-25 17:59:00.0
"1,8223","1,8231",2010-03-26 17:35:00.0
"1,8056","1,8064",2010-03-29 17:37:44.529
"1,7944","1,7952",2010-03-30 17:39:06.616
"1,7802","1,781",2010-03-31 17:36:21.588
"1,7693","1,7701",2010-04-01 17:38:56.858
"1,7565","1,7573",2010-04-05 17:36:53.754
"1,7597","1,7605",2010-04-06 17:34:49.987
"1,7654","1,7662",2010-04-07 17:37:14.88
"1,7798","1,7806",2010-04-08 17:37:49.453
"1,7722","1,773",2010-04-09 17:40:12.791
"1,76","1,7608",2010-04-12 17:34:43.005
"1,7576","1,7584",2010-04-13 17:35:21.318
"1,7438","1,7446",2010-04-14 17:35:09.424
"1,7475","1,7483",2010-04-15 17:33:03.626
"1,755","1,7558",2010-04-16 17:39:58.9
"1,758","1,7588",2010-04-19 17:38:12.453
"1,7489","1,7497",2010-04-20 18:02:44.86
"1,7618","1,7626",2010-04-22 17:35:12.91
"1,7616","1,7624",2010-04-23 17:41:45.657
"1,7438","1,7446",2010-04-26 17:36:46.791
"1,7584","1,7592",2010-04-27 17:41:17.604
"1,755","1,7558",2010-04-28 17:50:03.55
"1,7313","1,7321",2010-04-29 17:37:24.943
"1,7298","1,7306",2010-04-30 17:35:28.386
"1,7307","1,7315",2010-05-03 17:45:35.207
"1,7549","1,7557",2010-05-04 17:39:51.446
"1,7854","1,7862",2010-05-05 17:41:29.678
"1,8345","1,8353",2010-05-06 17:39:34.535
"1,8335","1,8343",2010-05-07 17:34:42.727
"1,7825","1,7833",2010-05-10 17:34:10.777
"1,7835","1,7843",2010-05-11 17:34:41.508
"1,7715","1,7723",2010-05-12 17:45:50.401
"1,7729","1,7737",2010-05-13 17:36:15.837
"1,7959","1,7967",2010-05-14 17:34:59.436
"1,8037","1,8045",2010-05-17 17:35:48.832
"1,7913","1,7921",2010-05-18 17:34:34.669
"1,8358","1,8366",2010-05-19 17:47:48.225
"1,8669","1,8677",2010-05-20 17:32:23.277
"1,8702","1,871",2010-05-21 17:33:27.416
"1,8514","1,8522",2010-05-24 17:32:32.997
"1,8803","1,8811",2010-05-25 17:31:26.324
"1,8453","1,8461",2010-05-26 17:34:25.863
"1,832","1,8328",2010-05-27 17:35:37.141
"1,8221","1,8229",2010-05-28 17:34:49.479
"1,8159","1,8167",2010-05-31 17:35:43.414
"1,8247","1,8255",2010-06-01 17:41:44.276
"1,8354","1,8362",2010-06-02 17:32:49.588
"1,8393","1,8401",2010-06-04 17:32:39.86
"1,8626","1,8634",2010-06-07 17:32:05.592
"1,865","1,8658",2010-06-08 17:32:07.132
"1,8415","1,8423",2010-06-09 17:33:40.417
"1,8177","1,8185",2010-06-10 17:35:29.158
"1,8117","1,8125",2010-06-11 17:37:09.486
"1,8022","1,803",2010-06-14 17:40:20.697
"1,7963","1,7971",2010-06-15 14:03:33.118
"1,7885","1,7893",2010-06-16 17:41:15.758
"1,7809","1,7817",2010-06-17 17:40:51.003
"1,7753","1,7761",2010-06-18 17:38:15.783
"1,7655","1,7663",2010-06-21 17:37:44.686
"1,7672","1,768",2010-06-22 17:37:14.118
"1,79","1,7908",2010-06-23 17:31:19.162
"1,7899","1,7907",2010-06-24 17:36:04.503
"1,7773","1,7781",2010-06-25 17:46:08.628
"1,7818","1,7826",2010-06-28 14:04:20.541
"1,8068","1,8076",2010-06-29 17:38:35.905
"1,8007","1,8015",2010-06-30 17:35:11.498
"1,7998","1,8006",2010-07-01 17:36:13.304
"1,7777","1,7785",2010-07-02 17:46:01.764
"1,7747","1,7755",2010-07-05 17:40:52.405
"1,7657","1,7665",2010-07-06 17:36:08.194
"1,7711","1,7719",2010-07-07 17:39:15.165
"1,7644","1,7652",2010-07-08 17:35:44.768
"1,7564","1,7572",2010-07-09 17:36:29.431
"1,7636","1,7644",2010-07-12 17:36:53.639
"1,7517","1,7525",2010-07-13 17:38:05.013
"1,7649","1,7657",2010-07-14 17:35:38.813
"1,7682","1,769",2010-07-15 17:44:55.679
"1,7784","1,7792",2010-07-16 17:36:31.702
"1,7846","1,7854",2010-07-19 17:36:16.289
"1,7792","1,78",2010-07-20 17:45:53.84
"1,7758","1,7766",2010-07-21 17:58:05.911
"1,7621","1,7629",2010-07-22 17:36:45.011
"1,7609","1,7617",2010-07-23 17:37:29.135
"1,7661","1,7669",2010-07-26 17:35:33.309
"1,765","1,7658",2010-07-27 17:37:59.971
"1,7642","1,765",2010-07-28 17:35:50.122
"1,7635","1,7643",2010-07-29 17:42:42.695
"1,7564","1,7572",2010-07-30 17:35:33.589
"1,7481","1,7489",2010-08-02 17:45:04.31
"1,7586","1,7594",2010-08-03 17:37:17.793
"1,7555","1,7563",2010-08-04 17:37:18.781
"1,7527","1,7535",2010-08-05 17:41:51.674
"1,7558","1,7566",2010-08-06 17:37:14.494
"1,7529","1,7537",2010-08-09 17:37:03.039
"1,7568","1,7576",2010-08-10 17:36:41.776
"1,7655","1,7663",2010-08-11 17:37:23.508
"1,7723","1,7731",2010-08-12 17:47:28.883
"1,7708","1,7716",2010-08-13 17:38:07.098
"1,7631","1,7639",2010-08-16 17:38:46.468
"1,752","1,7528",2010-08-17 17:36:29.771
"1,7505","1,7513",2010-08-18 17:37:46.444
"1,7576","1,7584",2010-08-19 18:04:29.752
"1,7589","1,7597",2010-08-20 17:35:22.156
"1,7579","1,7587",2010-08-23 17:36:24.799
"1,7719","1,7727",2010-08-24 17:43:04.391
"1,766","1,7668",2010-08-25 17:37:43.902
"1,7588","1,7596",2010-08-26 17:38:36.082
"1,7536","1,7544",2010-08-27 17:38:39.953
"1,7583","1,7591",2010-08-30 17:36:05.3
"1,7552","1,756",2010-08-31 17:41:00.694
"1,7433","1,7441",2010-09-01 17:40:30.532
"1,7359","1,7367",2010-09-02 17:38:34.599
"1,7273","1,7281",2010-09-03 17:39:25.567
"1,7251","1,7259",2010-09-06 17:36:33.925
"1,7223","1,7231",2010-09-08 17:37:47.451
"1,723","1,7238",2010-09-09 17:36:17.655
"1,7178","1,7186",2010-09-10 17:38:06.985
"1,7166","1,7174",2010-09-13 17:36:28.978
"1,7068","1,7076",2010-09-14 17:36:15.24
"1,7161","1,7169",2010-09-15 17:38:27.225
"1,7176","1,7184",2010-09-16 17:42:13.012
"1,7158","1,7166",2010-09-17 17:36:23.923
"1,7208","1,7216",2010-09-20 17:45:57.297
"1,7247","1,7255",2010-09-21 17:38:23.234
"1,7176","1,7184",2010-09-22 17:53:23.258
"1,7186","1,7194",2010-09-23 17:38:57.043
"1,7112","1,712",2010-09-24 17:37:58.656
"1,7092","1,71",2010-09-27 17:43:34.608
"1,7085","1,7093",2010-09-28 17:38:55.801
"1,7045","1,7053",2010-09-29 17:38:30.146
"1,6934","1,6942",2010-09-30 17:39:48.341
"1,6804","1,6812",2010-10-01 17:38:31.487
"1,6874","1,6882",2010-10-04 17:43:02.58
"1,68","1,6808",2010-10-05 17:45:33.951
"1,675","1,6758",2010-10-06 17:39:52.902
"1,6769","1,6777",2010-10-07 17:40:38.858
"1,6796","1,6804",2010-10-08 17:41:44.029
"1,664","1,6648",2010-10-11 17:39:02.449
"1,6546","1,6554",2010-10-13 17:37:34.006
"1,6588","1,6596",2010-10-14 17:37:53.038
"1,6596","1,6604",2010-10-15 17:37:41.506
"1,6678","1,6686",2010-10-18 17:36:47.012
"1,686","1,6868",2010-10-19 17:38:07.885
"1,6727","1,6735",2010-10-20 17:36:53.343
"1,6889","1,6897",2010-10-21 17:38:39.173
"1,6989","1,6997",2010-10-22 17:48:29.313
"1,7018","1,7026",2010-10-25 17:37:34.129
"1,7037","1,7045",2010-10-26 17:35:56.684
"1,7069","1,7077",2010-10-27 17:37:54.178
"1,7104","1,7112",2010-10-28 17:35:50.949
"1,7006","1,7014",2010-10-29 17:36:13.776
"1,7036","1,7044",2010-11-01 17:35:29.396
"1,6929","1,6937",2010-11-03 17:43:03.764
"1,6811","1,6819",2010-11-04 17:38:05.829
"1,6793","1,6801",2010-11-05 17:42:27.889
"1,6962","1,697",2010-11-08 17:51:34.642
"1,6962","1,697",2010-11-09 17:36:29.875
"1,7062","1,707",2010-11-10 17:44:32.068
"1,717","1,7178",2010-11-11 17:39:39.203
"1,719","1,7198",2010-11-12 17:37:58.08
"1,7287","1,7295",2010-11-16 17:35:39.898
"1,729","1,7298",2010-11-17 17:35:27.784
"1,7135","1,7143",2010-11-18 17:39:13.646
"1,7181","1,7189",2010-11-19 19:05:34.86
"1,7227","1,7235",2010-11-22 17:35:53.491
"1,7328","1,7336",2010-11-23 17:37:52.256
"1,7239","1,7247",2010-11-24 17:43:08.219
"1,7198","1,7206",2010-11-25 18:06:16.576
"1,729","1,7298",2010-11-26 17:36:31.833
"1,7263","1,7271",2010-11-29 17:36:15.451
"1,7153","1,7161",2010-11-30 17:39:04.529
"1,7044","1,7052",2010-12-01 17:38:23.279
"1,7021","1,7029",2010-12-02 17:35:24.075
"1,6909","1,6917",2010-12-03 17:36:31.078
"1,6828","1,6836",2010-12-06 17:37:45.434
"1,6731","1,6739",2010-12-07 17:35:35.069
"1,6884","1,6892",2010-12-08 17:35:26.446
"1,7016","1,7024",2010-12-09 17:35:28.463
"1,7109","1,7117",2010-12-10 17:36:30.976
"1,7019","1,7027",2010-12-13 17:36:52.025
"1,6941","1,6949",2010-12-14 17:36:05.312
"1,698","1,6988",2010-12-15 17:36:15.391
"1,702","1,7028",2010-12-16 17:38:23.208
"1,709","1,7098",2010-12-17 17:36:36.349
"1,7074","1,7082",2010-12-20 17:38:30.352
"1,6966","1,6974",2010-12-21 17:36:35.778
"1,6938","1,6946",2010-12-22 17:35:27.131
"1,6976","1,6984",2010-12-23 17:46:18.303
"1,6895","1,6903",2010-12-24 12:08:17.662
"1,6914","1,6922",2010-12-27 17:38:38.676
"1,6858","1,6866",2010-12-28 17:36:12.628
"1,678","1,6788",2010-12-29 17:35:52.548
"1,6654","1,6662",2010-12-30 17:36:52.217
"1,6654","1,6662",2010-12-31 12:06:25.157
"1,6502","1,651",2011-01-03 17:37:45.128
"1,6548","1,6556",2011-01-04 17:35:47.253
"1,6705","1,6713",2011-01-05 17:35:38.994
"1,6849","1,6857",2011-01-06 17:37:47.462
"1,6853","1,6861",2011-01-07 17:35:59.615
"1,6904","1,6912",2011-01-10 17:35:22.996
"1,6879","1,6887",2011-01-11 17:35:38.975
"1,6765","1,6773",2011-01-12 17:35:16.886
"1,6693","1,6701",2011-01-13 17:36:15.942
"1,6835","1,6843",2011-01-14 17:35:45.638
"1,681","1,6818",2011-01-17 17:35:46.545
"1,6737","1,6745",2011-01-18 17:35:28.568
"1,6706","1,6714",2011-01-19 17:36:13.773
"1,6707","1,6715",2011-01-20 17:39:32.358
"1,6715","1,6723",2011-01-21 17:35:52.719
"1,6723","1,6731",2011-01-24 17:36:18.799
"1,6737","1,6745",2011-01-25 17:36:01.933
"1,6684","1,6692",2011-01-26 17:39:07.449
"1,6712","1,672",2011-01-27 17:36:05.539
"1,6774","1,6782",2011-01-28 17:36:01.111
"1,6726","1,6734",2011-01-31 17:36:10.585
"1,6623","1,6631",2011-02-01 17:35:29.186
"1,6663","1,6671",2011-02-02 17:36:11.33
"1,6689","1,6697",2011-02-03 17:35:34.51
"1,673","1,6738",2011-02-04 17:35:28.524
"1,6768","1,6776",2011-02-07 17:35:26.278
"1,6703","1,6711",2011-02-08 17:36:17.567
"1,6635","1,6643",2011-02-09 17:35:59.365
"1,6672","1,668",2011-02-10 17:36:02.75
"1,6671","1,6679",2011-02-11 17:35:25.488
"1,6673","1,6681",2011-02-14 17:35:22.08
"1,6674","1,6682",2011-02-15 17:35:40.077
"1,6696","1,6704",2011-02-16 17:38:49.723
"1,6653","1,6661",2011-02-17 17:35:30.731
"1,6669","1,6677",2011-02-18 17:37:41.925
"1,6659","1,6667",2011-02-21 17:35:23.05
"1,6686","1,6694",2011-02-22 17:35:24.33
"1,6712","1,672",2011-02-23 17:35:48.918
"1,6641","1,6649",2011-02-24 17:35:36.285
"1,6617","1,6625",2011-02-25 17:35:44.632
"1,6604","1,6612",2011-02-28 18:03:02.564
"1,6619","1,6627",2011-03-01 17:35:23.45
"1,6602","1,661",2011-03-02 17:35:27.994
"1,6537","1,6545",2011-03-03 17:35:30.136
"1,6454","1,6462",2011-03-04 17:38:49.199
"1,6551","1,6559",2011-03-09 17:46:14.122
"1,6604","1,6612",2011-03-10 17:36:06.816
"1,6641","1,6649",2011-03-11 17:35:40.852
"1,6623","1,6631",2011-03-14 17:35:21.778
"1,6684","1,6692",2011-03-15 17:35:38.384
"1,6666","1,6674",2011-03-16 17:39:32.112
"1,6749","1,6757",2011-03-17 17:35:35.775
"1,6712","1,672",2011-03-18 17:42:02.649
"1,6644","1,6652",2011-03-21 17:36:01.956
"1,663","1,6638",2011-03-22 17:37:06.386
"1,6594","1,6602",2011-03-23 17:35:46.713
"1,6585","1,6593",2011-03-24 17:36:15.489
"1,6573","1,6581",2011-03-25 17:35:38.815
"1,6606","1,6614",2011-03-28 17:36:12.792
"1,6538","1,6546",2011-03-29 17:35:33.252
"1,6352","1,636",2011-03-30 17:36:43.286
"1,6279","1,6287",2011-03-31 17:37:06.336
"1,6186","1,6194",2011-04-01 17:35:33.458
"1,6102","1,611",2011-04-04 17:36:52.876
"1,6079","1,6087",2011-04-05 17:36:25.073
"1,6089","1,6097",2011-04-06 17:35:36.241
"1,5919","1,5927",2011-04-07 17:35:58.491
"1,5754","1,5762",2011-04-08 17:36:33.44
"1,5797","1,5805",2011-04-11 17:35:24.788
"1,5862","1,587",2011-04-12 17:35:42.342
"1,5856","1,5864",2011-04-13 17:36:21.931
"1,5834","1,5842",2011-04-14 17:36:11.304
"1,5768","1,5776",2011-04-15 17:37:04.846
